,最后收益,最大收益,模拟最大回撤,赢撤率,夏普率,平均收益,开仓次数,胜率,盈亏比,参数1,参数2,参数3,参数4
504,-605.0,381.0,986.0,-0.6135902636916836,-0.581220001192321,-127.03432106671073,38.0,0.7631578947368421,0.652498564043653,50.0,240.0,200.0,0.0
516,-588.0,398.0,986.0,-0.5963488843813387,-0.5200091473998502,-113.77411925098893,38.0,0.7631578947368421,0.6622630672027571,50.0,250.0,200.0,0.0
274,-535.0,36.0,733.0,-0.7298772169167803,-1.833421469693181,-413.2120924179672,18.0,0.7777777777777778,0.3592814371257485,45.0,150.0,300.0,0.0
492,-523.0,339.0,934.0,-0.5599571734475375,-0.7306024514043562,-147.51618450542753,38.0,0.7631578947368421,0.6995979322228605,50.0,230.0,200.0,0.0
298,-515.0,36.0,733.0,-0.7025920873124147,-1.832198718434828,-411.41041199739726,18.0,0.7777777777777778,0.38323353293413176,45.0,170.0,300.0,0.0
286,-515.0,36.0,733.0,-0.7025920873124147,-1.832198718434828,-411.41041199739726,18.0,0.7777777777777778,0.38323353293413176,45.0,160.0,300.0,0.0
310,-502.0,36.0,733.0,-0.684856753069577,-1.8308003142634006,-410.253891201289,18.0,0.7777777777777778,0.39880239520958083,45.0,180.0,300.0,0.0
322,-501.0,36.0,733.0,-0.6834924965893588,-1.8306705888173262,-410.16413794528046,18.0,0.7777777777777778,0.4,45.0,190.0,300.0,0.0
334,-489.0,36.0,733.0,-0.6671214188267395,-1.8288831650826154,-409.08776505097035,18.0,0.7777777777777778,0.41437125748502995,45.0,200.0,300.0,0.0
372,-489.0,413.0,902.0,-0.5421286031042128,-0.36547205856066184,-70.54953987254831,38.0,0.7631578947368421,0.699076923076923,45.0,240.0,200.0,0.0
346,-482.0,36.0,733.0,-0.6575716234652115,-1.8276412548343968,-408.459843422398,18.0,0.7777777777777778,0.4227544910179641,45.0,210.0,300.0,0.0
384,-472.0,430.0,902.0,-0.5232815964523282,-0.2950838038325355,-57.289338056826516,38.0,0.7631578947368421,0.7095384615384616,45.0,250.0,200.0,0.0
358,-465.0,36.0,733.0,-0.6343792633015006,-1.8240120347098567,-406.9351173815598,18.0,0.7777777777777778,0.44311377245508987,45.0,220.0,300.0,0.0
370,-455.0,36.0,733.0,-0.6207366984993179,-1.821470076955313,-406.038302640956,18.0,0.7777777777777778,0.45508982035928147,45.0,230.0,300.0,0.0
521,-454.0,241.0,726.0,-0.6253443526170799,-1.7475949835500053,-256.8092975697421,25.0,0.76,0.4473684210526316,50.0,250.0,250.0,0.0
142,-440.0,36.0,638.0,-0.6896551724137931,-1.7637662482800835,-339.15735222730603,18.0,0.7777777777777778,0.4054054054054054,40.0,150.0,300.0,0.0
394,-422.0,36.0,733.0,-0.5757162346521146,-1.81094146142134,-403.07915121719464,18.0,0.7777777777777778,0.4946107784431138,45.0,250.0,300.0,0.0
382,-422.0,36.0,733.0,-0.5757162346521146,-1.81094146142134,-403.07915121719464,18.0,0.7777777777777778,0.4946107784431138,45.0,240.0,300.0,0.0
166,-420.0,36.0,638.0,-0.658307210031348,-1.7615401101745507,-337.35567180673615,18.0,0.7777777777777778,0.43243243243243246,40.0,170.0,300.0,0.0
154,-420.0,36.0,638.0,-0.658307210031348,-1.7615401101745507,-337.35567180673615,18.0,0.7777777777777778,0.43243243243243246,40.0,160.0,300.0,0.0
500,-418.0,26.0,691.0,-0.6049204052098408,-1.6282115301075737,-357.45336755455946,23.0,0.6521739130434783,0.5777777777777777,50.0,230.0,280.0,0.0
512,-418.0,26.0,691.0,-0.6049204052098408,-1.6282115301075737,-357.45336755455946,23.0,0.6521739130434783,0.5777777777777777,50.0,240.0,280.0,0.0
360,-407.0,371.0,854.0,-0.4765807962529274,-0.519328568591476,-91.03140331126512,38.0,0.7631578947368421,0.7495384615384615,45.0,230.0,200.0,0.0
178,-407.0,36.0,638.0,-0.6379310344827587,-1.7592949169405037,-336.1991510106279,18.0,0.7777777777777778,0.44999999999999996,40.0,180.0,300.0,0.0
190,-406.0,36.0,638.0,-0.6363636363636364,-1.7590924926918732,-336.10939775461935,18.0,0.7777777777777778,0.45135135135135135,40.0,190.0,300.0,0.0
389,-398.0,241.0,720.0,-0.5527777777777778,-1.716831212248287,-245.40555251443385,25.0,0.76,0.4713193116634799,45.0,250.0,250.0,0.0
202,-394.0,36.0,638.0,-0.6175548589341693,-1.7563571397437097,-335.03302486030924,18.0,0.7777777777777778,0.46756756756756757,40.0,200.0,300.0,0.0
214,-387.0,36.0,638.0,-0.6065830721003135,-1.754497099131833,-334.4051032317369,18.0,0.7777777777777778,0.477027027027027,40.0,210.0,300.0,0.0
524,-384.0,26.0,691.0,-0.5557163531114327,-1.6201485312142707,-354.40966835707127,23.0,0.6521739130434783,0.6121212121212122,50.0,250.0,280.0,0.0
226,-370.0,36.0,638.0,-0.5799373040752351,-1.7491682329526224,-332.8803771908987,18.0,0.7777777777777778,0.5,40.0,220.0,300.0,0.0
10,-362.0,5.0,540.0,-0.6703703703703704,-1.772056445048957,-306.4533468978837,18.0,0.7777777777777778,0.45317220543806647,35.0,150.0,300.0,0.0
238,-360.0,36.0,638.0,-0.5642633228840125,-1.7454963030020303,-331.98356245029487,18.0,0.7777777777777778,0.5135135135135135,40.0,230.0,300.0,0.0
34,-342.0,5.0,540.0,-0.6333333333333333,-1.765883765196631,-304.6516664773138,18.0,0.7777777777777778,0.4833836858006042,35.0,170.0,300.0,0.0
22,-342.0,5.0,540.0,-0.6333333333333333,-1.765883765196631,-304.6516664773138,18.0,0.7777777777777778,0.4833836858006042,35.0,160.0,300.0,0.0
46,-329.0,5.0,540.0,-0.6092592592592593,-1.7608908688327842,-303.49514568120554,18.0,0.7777777777777778,0.5030211480362538,35.0,180.0,300.0,0.0
58,-328.0,5.0,540.0,-0.6074074074074074,-1.7604689305599042,-303.405392425197,18.0,0.7777777777777778,0.5045317220543807,35.0,190.0,300.0,0.0
262,-327.0,36.0,638.0,-0.512539184952978,-1.7305747734635533,-329.0244110265335,18.0,0.7777777777777778,0.5581081081081081,40.0,250.0,300.0,0.0
250,-327.0,36.0,638.0,-0.512539184952978,-1.7305747734635533,-329.0244110265335,18.0,0.7777777777777778,0.5581081081081081,40.0,240.0,300.0,0.0
70,-316.0,5.0,540.0,-0.5851851851851851,-1.755030031293069,-302.3290195308869,18.0,0.7777777777777778,0.5226586102719033,35.0,200.0,300.0,0.0
240,-316.0,458.0,774.0,-0.4082687338501292,-0.02761266503485621,-4.5844289978413775,38.0,0.7631578947368421,0.7823691460055097,40.0,240.0,200.0,0.0
380,-310.0,33.0,627.0,-0.4944178628389155,-1.6243444217441807,-321.5600592846593,23.0,0.6521739130434783,0.6485260770975058,45.0,240.0,280.0,0.0
368,-310.0,33.0,627.0,-0.4944178628389155,-1.6243444217441807,-321.5600592846593,23.0,0.6521739130434783,0.6485260770975058,45.0,230.0,280.0,0.0
82,-309.0,5.0,540.0,-0.5722222222222222,-1.7515343243181893,-301.7010979023146,18.0,0.7777777777777778,0.5332326283987915,35.0,210.0,300.0,0.0
257,-309.0,241.0,681.0,-0.45374449339207046,-1.4872459074085889,-203.11388541741977,25.0,0.76,0.5151515151515151,40.0,250.0,250.0,0.0
252,-299.0,475.0,774.0,-0.3863049095607235,0.051489298201012244,8.675772817880418,38.0,0.7631578947368421,0.7940771349862259,40.0,250.0,200.0,0.0
94,-292.0,5.0,540.0,-0.5407407407407407,-1.7420659512542276,-300.17637186147635,18.0,0.7777777777777778,0.5589123867069486,35.0,220.0,300.0,0.0
297,-287.0,36.0,600.0,-0.47833333333333333,-1.697715744356781,-289.93670794559034,22.0,0.6818181818181818,0.6595492289442468,45.0,170.0,290.0,0.0
106,-282.0,5.0,540.0,-0.5222222222222223,-1.7358562574651908,-299.27955712087254,18.0,0.7777777777777778,0.5740181268882175,35.0,230.0,300.0,0.0
392,-276.0,33.0,627.0,-0.44019138755980863,-1.6076076230040657,-318.51636008717117,23.0,0.6521739130434783,0.6870748299319728,45.0,250.0,280.0,0.0
309,-275.0,36.0,600.0,-0.4583333333333333,-1.6919312260701225,-288.8603350512802,22.0,0.6818181818181818,0.6737841043890866,45.0,180.0,290.0,0.0
407,-274.0,36.0,706.0,-0.3881019830028329,-1.7218444767382908,-360.65580297662694,22.0,0.7272727272727273,0.7072649572649573,50.0,150.0,310.0,0.0
415,-273.0,175.0,719.0,-0.3796940194714882,-1.3405800440688889,-274.1049255843257,26.0,0.6538461538461539,0.7497708524289644,50.0,160.0,270.0,0.0
419,-268.0,36.0,706.0,-0.37960339943342775,-1.7167799860749324,-358.5959915720763,22.0,0.7272727272727273,0.7136752136752137,50.0,160.0,310.0,0.0
369,-266.0,36.0,600.0,-0.44333333333333336,-1.6660036428459388,-302.74732754257855,22.0,0.6818181818181818,0.6844602609727164,45.0,230.0,290.0,0.0
357,-266.0,36.0,600.0,-0.44333333333333336,-1.6660036428459388,-302.74732754257855,22.0,0.6818181818181818,0.6844602609727164,45.0,220.0,290.0,0.0
381,-266.0,36.0,600.0,-0.44333333333333336,-1.6660036428459388,-302.74732754257855,22.0,0.6818181818181818,0.6844602609727164,45.0,240.0,290.0,0.0
509,-264.0,241.0,515.0,-0.512621359223301,-0.4913764071368071,-65.34622654176263,25.0,0.76,0.6197822141560798,50.0,240.0,250.0,0.0
283,-263.0,175.0,784.0,-0.3354591836734694,-1.412890513084972,-318.82300843825203,26.0,0.6923076923076923,0.7476007677543186,45.0,160.0,270.0,0.0
165,-261.0,36.0,589.0,-0.4431239388794567,-1.6461998020332733,-276.8607481847946,22.0,0.6818181818181818,0.6805385556915545,40.0,170.0,290.0,0.0
248,-258.0,35.0,591.0,-0.4365482233502538,-1.6125684184491118,-294.4434781710579,23.0,0.6521739130434783,0.689156626506024,40.0,240.0,280.0,0.0
236,-258.0,35.0,591.0,-0.4365482233502538,-1.6125684184491118,-294.4434781710579,23.0,0.6521739130434783,0.689156626506024,40.0,230.0,280.0,0.0
118,-249.0,5.0,540.0,-0.46111111111111114,-1.7121022173665872,-296.32040569711114,18.0,0.7777777777777778,0.6238670694864048,35.0,240.0,300.0,0.0
177,-249.0,36.0,589.0,-0.4227504244482173,-1.6395447594514962,-275.7843752904845,22.0,0.6818181818181818,0.6952264381884945,40.0,180.0,290.0,0.0
130,-249.0,5.0,540.0,-0.46111111111111114,-1.7121022173665872,-296.32040569711114,18.0,0.7777777777777778,0.6238670694864048,35.0,250.0,300.0,0.0
427,-248.0,184.0,719.0,-0.34492350486787204,-1.2958975311825933,-263.3295514402867,26.0,0.6538461538461539,0.772685609532539,50.0,170.0,270.0,0.0
321,-247.0,36.0,600.0,-0.4116666666666667,-1.6768054689737537,-283.55943442021874,22.0,0.6818181818181818,0.7069988137603795,45.0,190.0,290.0,0.0
108,-247.0,454.0,701.0,-0.35235378031383735,0.015086908721128127,2.2544644240402394,38.0,0.7894736842105263,0.820754716981132,35.0,240.0,200.0,0.0
225,-240.0,36.0,589.0,-0.4074702886247878,-1.6175884372001934,-289.67136778178286,22.0,0.6818181818181818,0.7062423500611995,40.0,220.0,290.0,0.0
237,-240.0,36.0,589.0,-0.4074702886247878,-1.6175884372001934,-289.67136778178286,22.0,0.6818181818181818,0.7062423500611995,40.0,230.0,290.0,0.0
249,-240.0,36.0,589.0,-0.4074702886247878,-1.6175884372001934,-289.67136778178286,22.0,0.6818181818181818,0.7062423500611995,40.0,240.0,290.0,0.0
295,-238.0,184.0,784.0,-0.30357142857142855,-1.3708383741795287,-308.047634294213,26.0,0.6923076923076923,0.7715930902111324,45.0,170.0,270.0,0.0
228,-234.0,416.0,760.0,-0.3078947368421053,-0.1697632664238195,-25.066292436558186,38.0,0.7631578947368421,0.8388429752066116,40.0,230.0,200.0,0.0
19,-233.0,175.0,737.0,-0.31614654002713705,-1.3782552858303165,-282.31607295937863,26.0,0.7307692307692307,0.7636916835699797,35.0,160.0,270.0,0.0
393,-232.0,36.0,600.0,-0.38666666666666666,-1.6438862285471845,-299.7036283450904,22.0,0.6818181818181818,0.7247924080664294,45.0,250.0,290.0,0.0
104,-231.0,40.0,569.0,-0.40597539543058,-1.591246831051357,-278.513483645077,23.0,0.6521739130434783,0.7123287671232877,35.0,230.0,280.0,0.0
116,-231.0,40.0,569.0,-0.40597539543058,-1.591246831051357,-278.513483645077,23.0,0.6521739130434783,0.7123287671232877,35.0,240.0,280.0,0.0
120,-230.0,471.0,701.0,-0.3281027104136947,0.10169884144154633,15.514666239762034,38.0,0.7894736842105263,0.8330914368650217,35.0,250.0,200.0,0.0
333,-230.0,36.0,600.0,-0.38333333333333336,-1.6653611433110909,-279.49976761239816,22.0,0.6818181818181818,0.727164887307236,45.0,200.0,290.0,0.0
275,-229.0,36.0,677.0,-0.33825701624815363,-1.6860544420966328,-334.73681845880543,22.0,0.7272727272727273,0.7429854096520763,45.0,150.0,310.0,0.0
260,-224.0,35.0,591.0,-0.3790186125211506,-1.5907095535548272,-291.39977897356977,23.0,0.6521739130434783,0.7301204819277108,40.0,250.0,280.0,0.0
151,-223.0,175.0,755.0,-0.295364238410596,-1.3963070023283488,-298.4299273917848,26.0,0.6923076923076923,0.7774451097804391,40.0,160.0,270.0,0.0
287,-223.0,36.0,677.0,-0.3293943870014771,-1.6799276643578072,-332.6770070542548,22.0,0.7272727272727273,0.7497194163860831,45.0,160.0,310.0,0.0
189,-221.0,36.0,589.0,-0.37521222410865873,-1.6214391902659808,-270.48347465942305,22.0,0.6818181818181818,0.7294981640146878,40.0,190.0,290.0,0.0
431,-220.0,36.0,706.0,-0.311614730878187,-1.666147375315826,-350.08423792359093,22.0,0.7272727272727273,0.7649572649572649,50.0,170.0,310.0,0.0
439,-210.0,202.0,719.0,-0.29207232267037553,-1.207692945461997,-241.55246279216286,26.0,0.6538461538461539,0.8075160403299725,50.0,180.0,270.0,0.0
377,-208.0,241.0,509.0,-0.4086444007858546,-0.41922621241766167,-53.94248148645438,25.0,0.76,0.652963671128107,45.0,240.0,250.0,0.0
31,-208.0,184.0,734.0,-0.28337874659400547,-1.3315852662505734,-271.5406988153396,26.0,0.7307692307692307,0.7890466531440162,35.0,170.0,270.0,0.0
261,-206.0,36.0,589.0,-0.34974533106960953,-1.5933678352390985,-286.6276685842947,22.0,0.6818181818181818,0.7478580171358629,40.0,250.0,290.0,0.0
201,-204.0,36.0,589.0,-0.3463497453310696,-1.6078676868796522,-266.4238078516024,22.0,0.6818181818181818,0.7503059975520197,40.0,200.0,290.0,0.0
345,-201.0,36.0,600.0,-0.335,-1.640441613319212,-272.08271965792545,22.0,0.6818181818181818,0.7615658362989324,45.0,210.0,290.0,0.0
307,-200.0,202.0,784.0,-0.25510204081632654,-1.289224783297741,-286.27054564608915,26.0,0.6923076923076923,0.8080614203454896,45.0,180.0,270.0,0.0
33,-200.0,43.0,545.0,-0.3669724770642202,-1.6026104428172538,-248.0447991654703,22.0,0.6818181818181818,0.7354497354497355,35.0,170.0,290.0,0.0
443,-199.0,36.0,706.0,-0.2818696883852691,-1.6409571395986258,-342.87517687278586,22.0,0.7272727272727273,0.7873931623931624,50.0,180.0,310.0,0.0
163,-198.0,184.0,755.0,-0.26225165562913905,-1.3507088927839257,-287.65455324774587,26.0,0.6923076923076923,0.8023952095808383,40.0,170.0,270.0,0.0
128,-197.0,40.0,569.0,-0.3462214411247803,-1.5665797966067354,-275.46978444758884,23.0,0.6521739130434783,0.7546699875466999,35.0,250.0,280.0,0.0
401,-194.0,178.0,429.0,-0.4522144522144522,-0.44824920980225336,-50.43786988359963,26.0,0.6923076923076923,0.8129218900675025,50.0,150.0,250.0,0.0
403,-192.0,175.0,730.0,-0.26301369863013696,-1.3435083298564277,-281.00589231674945,26.0,0.6538461538461539,0.8240146654445463,50.0,150.0,270.0,0.0
468,-191.0,366.0,613.0,-0.31158238172920066,-0.0847774980176869,-12.538529864388924,38.0,0.7368421052631579,0.8856971873129862,50.0,210.0,200.0,0.0
273,-189.0,36.0,600.0,-0.315,-1.6858259124553359,-293.4634480123114,22.0,0.6818181818181818,0.7758007117437723,45.0,150.0,290.0,0.0
45,-188.0,43.0,545.0,-0.344954128440367,-1.5930995239494075,-246.96842627116018,22.0,0.6818181818181818,0.7513227513227513,35.0,180.0,290.0,0.0
440,-187.0,26.0,439.0,-0.42596810933940776,-1.6882222626767986,-216.72781731235992,23.0,0.6086956521739131,0.7991407089151449,50.0,180.0,280.0,0.0
406,-185.0,36.0,746.0,-0.2479892761394102,-1.5820525341619687,-358.125577095878,18.0,0.6666666666666666,0.765228426395939,50.0,150.0,300.0,0.0
271,-182.0,175.0,784.0,-0.23214285714285715,-1.4192735989964718,-325.72397517067577,26.0,0.6923076923076923,0.8253358925143954,45.0,150.0,270.0,0.0
117,-179.0,43.0,545.0,-0.3284403669724771,-1.5840672070640514,-260.85541876245856,22.0,0.6818181818181818,0.7632275132275133,35.0,240.0,290.0,0.0
105,-179.0,43.0,545.0,-0.3284403669724771,-1.5840672070640514,-260.85541876245856,22.0,0.6818181818181818,0.7632275132275133,35.0,230.0,290.0,0.0
93,-179.0,43.0,545.0,-0.3284403669724771,-1.5840672070640514,-260.85541876245856,22.0,0.6818181818181818,0.7632275132275133,35.0,220.0,290.0,0.0
497,-178.0,231.0,515.0,-0.34563106796116505,-0.4342486308827476,-57.22691874696605,25.0,0.76,0.6978221415607985,50.0,230.0,250.0,0.0
455,-178.0,36.0,706.0,-0.2521246458923513,-1.6163161424671029,-340.133204573388,22.0,0.7272727272727273,0.8098290598290597,50.0,190.0,310.0,0.0
213,-175.0,36.0,589.0,-0.29711375212224106,-1.5791270160507662,-259.00675989712977,22.0,0.6818181818181818,0.7858017135862913,40.0,210.0,290.0,0.0
299,-175.0,36.0,677.0,-0.258493353028065,-1.6211861517153339,-324.1652534057694,22.0,0.7272727272727273,0.8035914702581369,45.0,170.0,310.0,0.0
143,-175.0,36.0,650.0,-0.2692307692307692,-1.6076488717731754,-309.9979033474143,22.0,0.7272727272727273,0.7909199522102748,40.0,150.0,310.0,0.0
285,-175.0,36.0,600.0,-0.2916666666666667,-1.6791873677383338,-292.28663719647597,22.0,0.6818181818181818,0.7924080664294186,45.0,160.0,290.0,0.0
43,-170.0,202.0,725.0,-0.23448275862068965,-1.2405996516236069,-249.7636101672158,26.0,0.7307692307692307,0.8275862068965518,35.0,180.0,270.0,0.0
155,-169.0,36.0,650.0,-0.26,-1.599311609293439,-307.93809194286365,22.0,0.7272727272727273,0.7980884109916369,40.0,160.0,310.0,0.0
96,-165.0,412.0,698.0,-0.23638968481375358,-0.13789626627097,-18.227399014676568,38.0,0.7894736842105263,0.8802612481857766,35.0,230.0,200.0,0.0
141,-163.0,36.0,589.0,-0.2767402376910017,-1.635357583837542,-280.38748825151566,22.0,0.6818181818181818,0.8004895960832313,40.0,150.0,290.0,0.0
57,-160.0,43.0,545.0,-0.29357798165137616,-1.5643344613163703,-241.66752564009875,22.0,0.6818181818181818,0.7883597883597884,35.0,190.0,290.0,0.0
175,-160.0,202.0,755.0,-0.2119205298013245,-1.262447319482772,-265.877464599622,26.0,0.6923076923076923,0.8403193612774451,40.0,180.0,270.0,0.0
467,-158.0,36.0,706.0,-0.2237960339943343,-1.5867234412639084,-334.1396546203819,22.0,0.7272727272727273,0.8311965811965812,50.0,200.0,310.0,0.0
125,-158.0,241.0,590.0,-0.2677966101694915,-1.0400957667106472,-133.1228555788517,25.0,0.76,0.6116625310173698,35.0,250.0,250.0,0.0
413,-157.0,205.0,429.0,-0.36596736596736595,-0.33655104648803813,-39.56885386434761,26.0,0.6923076923076923,0.8486017357762777,50.0,160.0,250.0,0.0
480,-156.0,401.0,613.0,-0.2544861337683524,0.08690428606346817,13.433914130199026,38.0,0.7368421052631579,0.9066427289048473,50.0,220.0,200.0,0.0
311,-154.0,36.0,677.0,-0.2274741506646972,-1.5917995145152324,-316.95619235496434,22.0,0.7272727272727273,0.8271604938271605,45.0,180.0,310.0,0.0
452,-154.0,26.0,434.0,-0.3548387096774194,-1.6422219410450534,-208.781819026864,23.0,0.6086956521739131,0.8345864661654135,50.0,190.0,280.0,0.0
7,-152.0,175.0,750.0,-0.20266666666666666,-1.3848662815067705,-289.2170396918024,26.0,0.7307692307692307,0.8458417849898581,35.0,150.0,270.0,0.0
153,-149.0,36.0,589.0,-0.2529711375212224,-1.6278067199819086,-279.2106774356803,22.0,0.6818181818181818,0.817625458996328,40.0,160.0,290.0,0.0
129,-145.0,43.0,545.0,-0.26605504587155965,-1.5517921998365125,-257.8117195649704,22.0,0.6818181818181818,0.8082010582010583,35.0,250.0,290.0,0.0
451,-144.0,219.0,719.0,-0.20027816411682892,-1.0939170975319856,-212.36460581898555,26.0,0.6538461538461539,0.8680109990834096,50.0,190.0,270.0,0.0
69,-143.0,43.0,545.0,-0.26238532110091745,-1.5428196184838483,-237.6078588322781,22.0,0.6818181818181818,0.8108465608465609,35.0,200.0,290.0,0.0
